id,title,genres,original_language,release_date,length,rating,rating_count,plot
285,Pirates of the Caribbean: At World's End,"Adventure, Fantasy, Action",en,2007,169,7.1,694000,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive ... Read allCaptain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle."
9530,RV,"Family, Comedy, Romance, Drama",en,2006,99,5.6,64000,"Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they must ultimately contend with a bizarre community of campers.Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they must ultimately contend with a bizarre community of campers.Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they must ultimately contend with a bizarre community of campers."
1164,Babel,Drama,en,2006,143,7.5,317000,"Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families.Tragedy strikes a married couple on vacation in the Moroccan desert, which jump starts an interlocking story involving four different families."
13944,Passengers,"Drama, Mystery, Thriller, Romance",en,2008,93,5.8,39000,A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.A grief counselor working with a group of plane-crash survivors finds herself at the root of a mystery when her clients begin to disappear.
2207,16 Blocks,"Action, Adventure, Crime, Thriller",en,2006,102,6.6,135000,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from makin... Read allAn aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece."
1372,Blood Diamond,"Drama, Thriller, Action",en,2006,143,8.0,586000,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
13056,Punisher: War Zone,"Action, Crime",en,2008,103,5.9,67000,"Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war.Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war.Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war."
9828,Unknown,"Thriller, Mystery, Adventure, Crime",en,2006,85,6.4,31000,Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.
9708,The Wicker Man,"Horror, Mystery, Thriller",en,2006,102,3.8,71000,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community."
3021,1408,"Horror, Mystery",en,2007,104,6.8,294000,"A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
24418,Cirque du Freak: The Vampire's Assistant,"Adventure, Fantasy, Action, Thriller",en,2009,119,5.8,48000,"Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du F... Read allTeenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak, becoming a creature of the night.Teenager Darren Shan meets a mysterious man at a freak show who turns out to be a vampire. After a series of events, Darren must leave his normal life and go on the road with the Cirque du Freak, becoming a creature of the night."
12222,Horton Hears a Who!,"Animation, Comedy, Family, Adventure, Fantasy",en,2008,86,6.8,150000,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.
297762,Wonder Woman,"Action, Adventure, Fantasy",en,2017,141,7.3,700000,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny."
